Ticket created - Month,Customer,Product Name,Application,Incident Type,Ticket Type,Ticket Category,Incident Description,Incident Severity,Resolution Steps,Resolved by
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues
2. Dhivya checked in SSP and asked the user to login using production link
3. Confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issue in the application
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,"1. User facing issue on the dashboard
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User unable to upload images,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,User has an issue hence raised the ticket,Severity 3,"1. User has an issue hence raised the ticket
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,,Severity 4,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,USER ALWAYS HAVE THE WRONG PASSWORD ERROR,Severity 3,"1. User facing issues on login 
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,UP,Web Application,Product,Request,Request for user registration,User wants to create login for the other user,Severity 4,"1. User wants to create login for the other user
2. Dhivya checked in SSP and asked the user to connect with the admin manager
3. confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issue in the application
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User unbale to attach images,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,Denali,Web Application,Product,Training,Training on the Application ,User facing some issue hence raised the ticket,Severity 4,"1. User facing some issue hence raised the ticket
2. Dhivya checked in SSP and asked the user for more details
3. Since no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,User reported login issue,Severity 3,"1. User reported login issue
2. Divya checked and asked for more details
3. Closing the ticket as there is no response from user within 48 hours",L1
December,Wheeltek,LOS,Web Application,User Training,Training,Training on the Application ,User facing issues hence raised the ticket,Severity 4,"1. User facing issues hence raised the ticket
2. Upon checking more information was needed
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issue in the application
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,Denali,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,"1. User facing issue on the dashboard
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User unable to login hence asking for link,Severity 3,"1. User unable to login hence asking for link 
2. Dhivya checked in SSP and shared the production link
3. Confirmation mail was sent to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,"1. User facing issue on the dashboard
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
